[note 2025-10-05 12:48:24.338-0700] revisiond[125]  <private> starting, built @ Apr 18 2025 22:19:23
[ERR  2025-10-05 13:31:23.494-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:23.494-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:23.693-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:26.308-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:26.309-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:26.309-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:26.310-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:26.310-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:26.310-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:26.321-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:26.321-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:26.391-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:26.391-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:26.391-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:26.392-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:27.451-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:27.451-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:27.451-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:27.452-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:27.452-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:27.452-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:27.496-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:27.501-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:27.692-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:27.792-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:27.792-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:27.792-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:27.794-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:27.794-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:27.794-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:27.797-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:28.213-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:28.214-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:28.215-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:29.574-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:29.574-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:29.575-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:29.575-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:29.575-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:29.577-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:29.855-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:29.855-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:29.856-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:30.474-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:30.475-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:30.475-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:30.475-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:30.476-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:30.476-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:30.497-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:30.530-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:30.530-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:30.702-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:30.702-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:30.702-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:31.293-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:31.293-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:31.293-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:31.293-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:31.294-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:31.294-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:31.392-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:31.392-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:31.392-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:31.392-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:31.394-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:31.580-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:31.580-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:31.580-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:31.580-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:32.979-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:32.979-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:32.979-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:32.980-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:32.981-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:32.981-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:33.010-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:33.348-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:33.348-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:33.349-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:33.349-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:33.349-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:33.349-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:33.361-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:33.361-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:33.361-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:33.429-0700] bird[1062]  sqlite error handler called on pending sync db - <private> (Error Domain=SqliteErrorDomain Code=10 UserInfo={SqliteSQL=<private>, SqliteExtendedCode=6922, NSDescription=<private>})
[ERR  2025-10-05 13:31:33.437-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:33.438-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:33.438-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:33.438-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:33.438-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:34.794-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:34.794-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:34.797-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:34.797-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:34.798-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:34.800-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:34.850-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:34.860-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:34.864-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:34.901-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:34.905-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:34.905-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:34.905-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:34.936-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:34.937-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:34.953-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:34.953-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:35.059-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:35.060-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:35.884-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:35.884-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:35.885-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:35.885-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:35.885-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:35.886-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:35.934-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:35.950-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.471-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.471-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.471-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.472-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.473-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.477-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.489-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.583-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.638-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.638-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.638-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.639-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.642-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.669-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.669-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.669-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.675-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.702-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.731-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.732-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.734-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.735-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.773-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.774-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.774-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.774-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.774-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:36.775-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.084-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.085-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.085-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.085-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.086-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.088-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.136-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.593-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.594-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.594-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.594-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.594-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.595-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.609-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.609-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.609-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.610-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.610-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.632-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.641-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.712-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.712-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.712-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.712-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.712-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:39.712-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:45.803-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:45.803-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:45.803-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:45.804-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:45.804-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:45.805-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:46.637-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:46.637-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:46.637-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:46.637-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:46.637-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:46.637-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:47.260-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:47.260-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:47.262-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:47.262-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:47.262-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:47.278-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:47.280-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:47.334-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:47.334-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:47.334-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:47.335-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:47.335-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:47.335-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:51.045-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:51.045-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:51.045-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:51.046-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:51.046-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:51.046-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:51.123-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:51.123-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:51.123-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:51.159-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:51.159-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:51.159-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:51.207-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:51.207-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:51.207-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:51.983-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:51.983-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:51.984-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:51.984-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:51.984-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:51.985-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:52.003-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:52.003-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:52.003-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:52.052-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:52.052-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:52.052-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:52.052-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:53.040-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:53.040-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:53.040-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:53.041-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:53.041-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:53.042-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:53.093-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:53.095-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:53.103-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:53.108-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:53.144-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:53.145-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:53.145-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:53.150-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:53.150-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:53.150-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:53.322-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:53.323-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:53.323-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:53.323-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:53.323-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:53.324-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:54.771-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:54.771-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:54.771-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:54.772-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:54.772-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:54.773-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:54.890-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:54.890-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:54.890-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:54.898-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:54.935-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:57.617-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:57.618-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:57.618-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:57.618-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:57.622-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:57.626-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:57.645-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:57.645-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:57.646-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:57.662-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:57.662-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:57.662-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:57.662-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:57.662-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:59.031-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:59.031-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:59.031-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:31:59.032-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
